name,Nombre_liga,Equipo,Pais,Edad,Posicion,Altura,Peso,Partidos_completos,Medio_tiempo,Minutos,T_Goles,T_Asistencias,T_Amarillas,T_Rojas,PP_Tiros,%_PasesBuenos,JdP,PP_Aire,rating,PP_Entradas,PP_Intercepciones,PP_Faltas,PP_FueraJuegoGanados,PP_Despejes,PP_Regateado,outfielderBlockPerGame,T_GolesPropia,shotsPerGame_y,PP_PasesClave,PP_Regateo,PP_FaltaRecibida,PP_FueraJuegoPerdido,PP_BalonPerdido,PP_MalControl,PP_Pases,passSuccess_y,PP_PaseCentro,PP_PaseLargo,PP_PaseProfundidad
Ante Budimir,LaLiga,Mallorca,hr,28,Forward,190,75,17,0,1384,6,0,4,0,1.5,64.5,2,4.4,6.87,1.1,0.1,2.4,0.0,1.0,0.5,0.2,0,1.5,0.1,0.5,2.2,0.6,1.1,2.8,16.4,64.5,0.1,0.1,0.0
Fran Gámez,LaLiga,Mallorca,,28,Defender,174,71,9,0,810,0,1,0,0,0.6,74.7,1,0.4,6.84,3.3,1.8,0.6,0.1,2.0,2.0,0.8,0,0.6,0.7,0.3,0.3,0.1,0.4,1.4,32.6,74.7,0.7,2.4,0.0
Manolo Reina,LaLiga,Mallorca,es,34,GoalKeeper,186,81,16,0,1440,0,0,1,0,0.0,57.6,1,0.2,6.82,0.0,0.2,0.0,0.0,0.4,0.1,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,28.4,57.6,0.0,7.3,0.0
Dani Rodríguez,LaLiga,Mallorca,es,31,Attacker,178,71,16,1,1333,3,0,2,0,1.5,81.5,1,0.8,6.63,1.7,0.9,1.5,0.0,0.6,1.1,0.0,0,1.5,0.7,0.8,1.4,0.2,0.9,2.1,24.5,81.5,0.2,1.4,0.0
Iddrisu Baba,LaLiga,Mallorca,gh,23,Defender,185,73,16,0,1328,0,0,4,0,0.3,80.0,0,2.5,6.59,1.8,1.3,1.4,0.1,1.3,1.6,0.3,1,0.3,0.3,1.3,1.7,0.1,1.1,1.1,36.3,80.0,0.0,1.9,0.0
Aleix Febas,LaLiga,Mallorca,,23,Attacker,171,61,15,1,1151,0,3,3,0,0.4,82.0,0,0.2,6.57,1.1,0.5,0.8,0.0,0.2,1.1,0.0,0,0.4,1.3,1.6,1.8,0.0,1.5,2.2,25.0,82.0,0.0,0.5,0.2
Lago Junior,LaLiga,Mallorca,ci,28,Attacker,180,79,13,2,1134,4,0,2,0,1.3,78.3,0,1.2,6.54,1.0,0.3,1.6,0.1,0.8,0.5,0.2,0,1.3,0.7,1.1,1.5,0.3,1.6,2.7,22.4,78.3,0.3,0.5,0.0
Takefusa Kubo,LaLiga,Mallorca,jp,18,Midfielder,173,67,8,6,866,1,1,1,0,1.2,65.6,1,0.4,6.54,1.1,0.6,1.2,0.0,0.1,0.9,0.0,0,1.2,0.6,1.2,1.7,0.1,1.5,1.4,15.1,65.6,0.2,0.1,0.1
Salva Sevilla,LaLiga,Mallorca,es,35,Midfielder,178,71,16,0,1278,3,1,5,0,0.9,88.1,0,0.2,6.49,0.6,0.3,1.1,0.0,0.7,0.7,0.1,0,0.9,1.8,0.2,0.4,0.1,0.7,0.8,50.5,88.1,0.9,2.9,0.1
Juan Hernández,LaLiga,Mallorca,,20,Forward,176,73,0,2,76,0,1,1,0,1.5,63.6,0,2.0,6.44,1.0,0.5,1.5,0.0,0.0,0.5,0.0,0,1.5,1.0,0.5,2.0,0.0,0.0,2.0,5.5,63.6,0.5,0.0,0.0
Martin Valjent,LaLiga,Mallorca,sk,24,Defender,187,70,17,0,1530,0,0,2,0,0.5,83.1,0,1.4,6.41,0.8,0.9,0.5,0.3,4.8,0.3,0.4,0,0.5,0.1,0.2,0.3,0.0,0.2,0.3,30.6,83.1,0.0,2.1,0.0
Joan Sastre,LaLiga,Mallorca,es,22,Defender,174,75,14,0,1212,0,2,4,0,0.8,69.9,0,0.6,6.41,1.7,1.4,1.2,0.0,1.6,1.1,0.1,0,0.8,1.0,0.1,1.3,0.0,0.4,1.6,28.5,69.9,1.0,1.7,0.0
Antonio Raíllo,LaLiga,Mallorca,es,28,Defender,187,80,14,0,1227,0,0,1,1,0.6,85.2,0,1.7,6.33,1.1,0.6,0.8,0.6,3.8,0.3,0.9,0,0.6,0.1,0.1,0.1,0.1,0.1,0.2,35.7,85.2,0.0,2.8,0.0
Xisco Campos,LaLiga,Mallorca,es,37,Defender,180,77,3,3,299,0,0,1,0,0.3,71.3,0,1.7,6.32,1.0,1.3,1.0,0.2,2.3,0.3,0.7,0,0.3,0.2,0.0,0.5,0.0,0.0,0.0,21.5,71.3,0.0,2.3,0.0
Lumor Agbenyenu,LaLiga,Mallorca,gh,23,Defender,175,70,9,2,922,0,0,1,1,0.6,73.9,0,1.1,6.29,1.4,0.7,0.9,0.1,2.6,1.0,0.1,0,0.6,0.5,0.8,0.5,0.0,0.5,1.6,30.3,73.9,0.3,0.8,0.0
Yannis Salibur,LaLiga,Mallorca,fr,28,Attacker,177,76,0,2,52,0,0,0,0,0.0,75.0,0,0.5,6.26,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0,0.0,0.0,1.0,1.5,0.0,0.5,0.5,12.0,75.0,0.0,0.0,0.0
Abdul Rahman Baba,LaLiga,Mallorca,gh,25,Defender,180,72,2,0,109,0,0,1,0,0.5,62.9,0,0.5,6.24,1.5,0.5,0.5,0.0,1.0,0.0,0.5,0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,17.5,62.9,0.5,1.0,0.0
Aleksandar Trajkovski,LaLiga,Mallorca,mk,27,Attacker,179,72,0,7,147,0,0,0,0,0.4,75.9,0,0.0,6.15,0.3,0.3,0.6,0.0,0.1,0.3,0.0,0,0.4,0.7,0.3,0.6,0.0,0.4,0.9,7.7,75.9,0.6,0.9,0.0
Álex Alegría,LaLiga,Mallorca,es,27,Forward,190,82,0,6,103,0,0,0,0,0.0,65.6,0,1.7,6.11,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.7,0.2,0.2,0.3,5.3,65.6,0.0,0.2,0.0
Pablo Chavarria,LaLiga,Mallorca,ar,31,Attacker,182,74,0,4,45,0,0,0,0,0.5,54.5,0,1.3,6.09,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0.5,0.3,0.0,0.0,0.0,0.0,0.8,2.8,54.5,0.0,0.0,0.0
Abdón Prats,LaLiga,Mallorca,es,27,Forward,181,81,0,9,117,0,0,1,0,0.7,69.2,0,0.8,6.02,0.1,0.0,0.4,0.0,0.1,0.0,0.0,0,0.7,0.0,0.0,0.1,0.0,0.1,0.3,2.9,69.2,0.0,0.1,0.0
Marc Pedraza,LaLiga,Mallorca,es,32,Midfielder,184,82,1,1,74,0,0,0,0,0.0,73.7,0,0.0,6.01,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,73.7,0.0,0.0,0.0
Josep Señé,LaLiga,Mallorca,es,28,Attacker,186,79,0,3,60,0,0,0,0,0.0,95.0,0,0.0,5.98,0.0,0.0,0.3,0.0,0.0,0.7,0.3,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,13.3,95.0,0.3,0.0,0.0
Aridai Cabrera,LaLiga,Mallorca,es,31,Forward,172,64,0,2,35,0,0,0,0,0.5,77.8,0,0.0,5.96,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4.5,77.8,0.0,0.0,0.0
Fabri,LaLiga,Mallorca,es,31,GoalKeeper,184,79,2,0,91,0,0,1,0,0.0,70.4,0,0.0,5.47,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,70.4,0.0,4.0,0.0
Rafinha,LaLiga,Celta Vigo,br,26,Midfielder,174,71,7,2,613,1,0,0,0,0.8,89.6,1,1.0,6.98,2.0,1.0,1.0,0.0,1.1,1.0,0.1,0,0.8,0.8,1.8,3.0,0.0,1.8,1.8,45.8,89.6,0.0,1.9,0.2
Denis Suárez,LaLiga,Celta Vigo,es,25,Attacker,176,69,15,1,1199,1,2,2,0,0.9,82.0,1,0.3,6.94,0.8,0.6,0.7,0.0,0.4,1.1,0.1,0,0.9,2.1,2.6,1.6,0.0,2.3,1.5,34.4,82.0,1.3,1.1,0.0
Okay Yokuslu,LaLiga,Celta Vigo,tr,25,Defender,190,79,6,0,464,0,0,1,0,0.3,81.0,1,4.3,6.82,1.5,1.2,1.2,0.0,2.8,0.5,0.2,0,0.3,0.2,0.7,0.2,0.0,1.0,0.7,51.7,81.0,0.0,1.7,0.0
Iago Aspas,LaLiga,Celta Vigo,es,32,Attacker,176,67,17,0,1528,6,0,3,0,2.6,79.3,1,0.7,6.81,0.8,0.5,0.7,0.0,0.1,0.6,0.0,0,2.6,1.1,1.3,1.9,0.6,1.0,2.0,32.4,79.3,0.1,1.1,0.0
Néstor Araújo,LaLiga,Celta Vigo,mx,28,Defender,188,87,15,1,1382,1,0,4,0,0.4,86.6,0,3.2,6.8,1.4,1.6,0.8,0.4,3.7,0.5,0.8,0,0.4,0.1,0.0,0.2,0.0,0.1,0.3,49.4,86.6,0.0,1.9,0.0
Lucas Olaza,LaLiga,Celta Vigo,uy,25,Defender,173,68,15,0,1348,1,2,3,0,0.5,81.2,0,0.9,6.72,1.7,0.9,0.7,0.2,1.7,0.4,0.2,0,0.5,1.0,0.3,0.5,0.0,0.4,0.4,46.4,81.2,1.1,1.6,0.0
Hugo Mallo,LaLiga,Celta Vigo,es,28,Defender,173,69,13,2,1110,0,1,4,0,0.2,79.9,1,1.6,6.66,2.5,0.9,0.8,0.2,2.6,1.0,0.2,0,0.2,0.4,0.1,1.0,0.2,0.2,1.1,41.1,79.9,0.5,2.6,0.0
Rubén Blanco,LaLiga,Celta Vigo,es,24,GoalKeeper,188,70,15,0,1350,0,0,2,0,0.0,60.7,1,0.2,6.57,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,27.1,60.7,0.0,6.1,0.0
Joseph Aidoo,LaLiga,Celta Vigo,gh,24,Defender,180,80,16,0,1431,0,0,3,0,0.4,88.3,0,2.1,6.57,1.3,1.6,0.6,0.4,4.5,0.3,0.5,0,0.4,0.0,0.4,0.8,0.0,0.2,0.4,47.6,88.3,0.0,2.9,0.0
Kevin Vázquez,LaLiga,Celta Vigo,es,26,Defender,173,72,4,0,335,0,0,2,0,0.0,86.1,0,1.0,6.52,1.0,1.8,1.0,0.0,1.0,1.0,0.0,0,0.0,0.3,0.8,2.3,0.0,0.5,1.0,46.8,86.1,0.3,1.8,0.0
Santi Mina,LaLiga,Celta Vigo,es,24,Attacker,181,77,10,4,927,1,2,3,0,1.8,72.3,0,3.7,6.51,0.4,0.4,2.0,0.1,0.7,1.2,0.1,0,1.8,0.6,0.6,1.3,0.3,1.3,2.2,19.9,72.3,0.3,0.5,0.2
Iker Losada Aragunde,LaLiga,Celta Vigo,,18,Forward,175,0,0,2,11,1,0,0,0,0.5,77.8,0,0.5,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,4.5,77.8,0.0,0.0,0.0
Pione Sisto,LaLiga,Celta Vigo,dk,24,Attacker,171,64,4,7,451,1,0,0,0,1.3,81.7,0,0.1,6.45,0.5,0.4,0.3,0.0,0.1,0.8,0.0,0,1.3,0.6,0.9,1.2,0.2,1.5,1.6,18.9,81.7,0.5,0.9,0.0
Stanislav Lobotka,LaLiga,Celta Vigo,sk,25,Defender,170,64,16,0,1301,0,0,1,0,0.4,89.4,0,0.8,6.41,1.1,0.5,0.6,0.1,0.4,0.9,0.1,0,0.4,0.4,0.7,1.3,0.1,0.8,0.6,45.4,89.4,0.0,2.2,0.0
Brais Méndez,LaLiga,Celta Vigo,es,22,Attacker,187,76,9,7,862,0,1,1,0,1.0,76.0,0,1.4,6.41,0.9,0.4,1.2,0.0,0.9,1.0,0.0,0,1.0,0.3,0.9,1.4,0.2,0.7,1.5,24.2,76.0,0.2,1.1,0.0
Fran Beltrán,LaLiga,Celta Vigo,es,20,Defender,170,66,8,4,715,0,0,1,1,0.3,90.0,0,0.2,6.34,1.5,0.6,0.3,0.0,0.8,1.0,0.1,0,0.3,0.3,0.8,0.4,0.0,0.5,0.5,33.3,90.0,0.0,2.2,0.0
David Juncà,LaLiga,Celta Vigo,es,26,Defender,175,67,3,0,259,0,0,1,0,0.0,78.6,0,1.0,6.26,2.0,0.7,1.7,0.0,1.0,0.3,0.3,0,0.0,0.0,0.7,2.3,0.3,0.0,1.0,39.0,78.6,0.7,1.3,0.0
Sergio Álvarez,LaLiga,Celta Vigo,es,33,GoalKeeper,180,75,3,0,181,0,0,2,0,0.0,68.8,0,0.0,6.18,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,68.8,0.0,2.7,0.0
Gabriel Fernández,LaLiga,Celta Vigo,uy,25,Forward,186,80,4,7,375,1,1,1,1,0.2,69.4,0,1.4,6.11,0.1,0.2,0.8,0.1,0.1,0.2,0.1,0,0.2,0.2,0.2,0.5,0.4,0.6,1.0,5.6,69.4,0.0,0.1,0.0
Pape Cheikh,LaLiga,Celta Vigo,sn,22,Defender,180,68,5,7,523,0,1,3,1,0.2,89.7,0,0.3,6.09,0.5,0.2,1.7,0.0,0.3,0.8,0.0,0,0.2,0.3,0.4,1.1,0.0,0.5,0.8,19.5,89.7,0.0,1.0,0.0
Sergio Bermejo,LaLiga,Celta Vigo,,22,Midfielder,170,0,0,1,4,0,0,0,0,0.0,100.0,0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0
David Costas,LaLiga,Celta Vigo,es,24,Defender,184,71,1,3,154,0,0,1,0,0.3,88.9,0,0.3,6.04,0.5,1.0,1.0,0.3,1.0,0.5,0.3,0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,24.8,88.9,0.0,1.5,0.0
Juan Hernández,LaLiga,Celta Vigo,,25,Forward,186,75,0,1,1,0,0,0,0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jorge Sáenz,LaLiga,Celta Vigo,es,23,Defender,192,75,2,1,132,0,0,1,1,0.0,86.2,0,0.7,5.91,1.7,0.7,0.7,0.3,1.0,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,29.0,86.2,0.0,3.3,0.0
Kévin Rodrigues,LaLiga,Leganes,pt,25,Defender,170,70,5,3,526,1,1,0,1,0.5,76.5,2,0.5,6.84,2.9,1.9,1.3,0.1,1.1,0.6,0.1,0,0.5,0.9,1.1,0.3,0.0,0.8,1.1,17.0,76.5,1.1,1.0,0.0
Youssef En-Nesyri,LaLiga,Leganes,ma,22,Forward,189,73,13,3,1205,3,1,2,0,2.2,57.1,0,3.8,6.69,0.4,0.3,1.3,0.0,1.2,0.6,0.1,0,2.2,0.4,0.9,1.1,1.0,0.8,2.3,13.7,57.1,0.1,0.4,0.0
Unai Bustinza,LaLiga,Leganes,es,27,Defender,175,74,15,1,1341,0,1,2,0,0.3,70.4,0,2.2,6.67,1.9,1.9,1.6,0.3,2.7,0.6,0.4,0,0.3,0.7,0.3,1.3,0.2,0.2,0.5,35.3,70.4,0.3,2.9,0.0
Óscar Rodríguez,LaLiga,Leganes,es,21,Attacker,174,67,14,2,1075,4,0,2,1,1.8,71.7,2,0.6,6.64,0.7,0.6,0.9,0.0,0.2,1.1,0.0,0,1.8,0.8,1.4,1.4,0.1,0.6,1.9,23.4,71.7,0.7,0.9,0.1
Roberto Rosales,LaLiga,Leganes,ve,31,Defender,174,73,8,1,725,0,1,5,0,0.2,64.8,1,0.9,6.63,2.3,0.9,1.8,0.1,1.8,0.6,0.2,0,0.2,1.4,0.4,0.6,0.1,0.1,1.0,27.1,64.8,1.1,1.7,0.0
Dimitrios Siovas,LaLiga,Leganes,gr,31,Defender,192,83,13,0,1029,0,0,3,0,0.6,74.4,0,3.2,6.63,2.2,1.7,1.0,0.3,3.6,0.5,0.0,0,0.6,0.1,0.2,0.3,0.2,0.1,0.7,33.1,74.4,0.0,3.2,0.0
Martin Braithwaite,LaLiga,Leganes,dk,28,Attacker,177,73,14,3,1316,4,0,1,0,1.5,70.9,0,1.6,6.61,0.5,0.2,0.9,0.1,0.2,0.5,0.1,0,1.5,0.6,1.4,1.1,0.4,1.1,1.6,15.2,70.9,0.0,0.5,0.0
Iván Cuéllar,LaLiga,Leganes,es,35,GoalKeeper,187,76,10,0,900,0,0,1,0,0.0,45.7,0,0.6,6.54,0.0,0.0,0.0,0.0,2.2,0.1,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,26.9,45.7,0.0,8.8,0.0
Chidozie Awaziem,LaLiga,Leganes,ng,22,Defender,189,78,8,2,784,0,0,2,0,0.2,76.6,0,2.0,6.53,1.3,1.2,0.7,0.2,3.6,0.4,0.8,0,0.2,0.1,0.4,0.4,0.1,0.2,0.3,29.0,76.6,0.0,2.5,0.0
Guido Carrillo,LaLiga,Leganes,ar,28,Forward,191,87,6,6,600,0,1,0,0,1.3,61.1,0,4.3,6.52,0.7,0.0,0.9,0.0,0.8,0.8,0.1,0,1.3,0.4,0.2,1.3,0.1,0.8,1.1,13.1,61.1,0.0,0.1,0.0
Jonathan Silva,LaLiga,Leganes,ar,25,Defender,178,72,15,0,1350,0,0,6,0,0.6,72.7,0,1.4,6.51,2.2,0.9,1.5,0.2,1.9,0.8,0.1,1,0.6,1.0,0.3,1.1,0.0,0.6,0.9,31.5,72.7,1.7,1.3,0.1
Roque Mesa,LaLiga,Leganes,es,30,Defender,172,74,11,2,1004,0,2,5,0,0.8,84.4,0,0.3,6.5,1.2,0.4,1.5,0.0,0.2,1.0,0.1,0,0.8,1.3,0.9,1.7,0.1,1.4,2.2,28.5,84.4,0.9,1.6,0.0
Recio,LaLiga,Leganes,es,28,Midfielder,183,74,9,3,806,0,0,6,0,0.9,88.5,0,0.2,6.49,1.4,1.2,1.8,0.0,0.3,1.4,0.3,0,0.9,0.7,0.7,1.7,0.1,0.8,1.0,36.1,88.5,0.1,1.8,0.0
Rubén Pérez,LaLiga,Leganes,es,30,Midfielder,178,73,11,0,939,0,0,4,0,0.6,77.0,0,0.9,6.46,1.9,1.7,1.5,0.1,1.5,1.5,0.3,0,0.6,0.5,0.3,1.3,0.0,0.1,0.8,41.2,77.0,0.0,3.9,0.0
Christian Rivera,LaLiga,Leganes,es,22,Midfielder,191,87,3,1,302,0,0,3,0,0.3,83.9,0,1.5,6.39,1.5,1.0,1.5,0.0,1.3,0.5,0.8,0,0.3,0.3,0.5,1.3,0.0,0.8,0.8,29.5,83.9,0.3,2.0,0.0
Kenneth Omeruo,LaLiga,Leganes,ng,26,Defender,185,81,10,0,880,0,0,4,0,0.1,68.8,0,3.0,6.35,1.3,1.2,0.8,0.4,6.0,0.3,0.6,0,0.1,0.0,0.0,0.3,0.0,0.0,0.5,25.6,68.8,0.0,3.3,0.0
José Arnáiz,LaLiga,Leganes,es,24,Forward,175,70,2,8,292,0,0,1,0,0.9,81.9,0,0.1,6.26,0.3,0.1,0.6,0.0,0.1,0.3,0.0,0,0.9,0.6,1.2,0.6,0.1,0.8,1.2,7.2,81.9,0.3,0.1,0.0
Javier Avilés,LaLiga,Leganes,,22,Forward,181,0,0,1,12,0,0,0,0,0.0,66.7,0,0.0,6.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.7,0.0,0.0,0.0
Rodrigo Tarín,LaLiga,Leganes,es,23,Defender,184,76,4,1,305,0,0,1,0,0.2,80.2,0,0.2,6.14,0.8,0.6,0.6,0.2,4.2,1.0,0.0,0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,17.2,80.2,0.0,1.0,0.0
Javier Eraso,LaLiga,Leganes,es,29,Attacker,180,71,3,7,330,0,0,1,0,0.4,83.7,0,0.4,6.11,0.8,0.2,0.5,0.0,0.1,0.5,0.0,0,0.4,0.4,0.1,0.4,0.1,1.0,0.9,10.4,83.7,0.3,0.3,0.0
Marc Navarro,LaLiga,Leganes,es,24,Defender,188,79,3,1,220,0,0,1,0,1.3,67.2,0,0.8,6.08,0.8,0.0,1.5,0.0,0.8,0.0,0.3,0,1.3,0.3,0.3,0.0,0.0,0.5,0.3,14.5,67.2,0.0,0.0,0.0
Aitor Ruibal,LaLiga,Leganes,es,23,Forward,176,74,2,4,186,0,0,1,0,0.2,89.3,0,0.0,6.08,1.0,0.0,0.8,0.0,0.3,0.7,0.0,0,0.2,0.3,0.5,0.3,0.2,0.8,0.7,9.3,89.3,0.2,0.5,0.0
Juan Soriano,LaLiga,Leganes,es,22,GoalKeeper,185,78,7,0,630,0,0,2,0,0.1,44.9,0,0.3,6.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,22.6,44.9,0.0,4.9,0.0
Sabin Merino,LaLiga,Leganes,es,27,Attacker,187,78,1,1,78,0,0,0,0,0.0,71.4,0,0.5,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,10.5,71.4,0.0,0.0,0.0
Sébastien Corchia,LaLiga,Espanyol,fr,29,Defender,176,69,3,0,270,0,0,1,0,1.0,85.2,1,0.0,7.08,0.7,1.7,1.3,0.0,1.7,0.7,0.7,0,1.0,2.3,2.0,1.7,0.0,1.0,1.3,40.7,85.2,3.0,1.7,0.0
Jonathan Calleri,LaLiga,Espanyol,ar,26,Forward,181,72,6,2,592,1,1,1,0,2.9,58.2,0,5.6,6.73,0.6,0.3,1.3,0.0,0.8,0.8,0.1,0,2.9,0.8,0.4,1.1,0.8,1.4,2.5,13.8,58.2,0.3,0.1,0.0
Víctor Sánchez,LaLiga,Espanyol,es,32,Defender,174,72,15,0,1231,0,1,5,0,0.3,82.4,0,1.5,6.66,3.1,1.1,2.1,0.1,0.9,2.1,0.3,0,0.3,1.4,0.7,1.5,0.0,1.3,1.3,45.8,82.4,1.1,2.2,0.0
Javi López,LaLiga,Espanyol,es,33,Defender,180,76,5,1,451,0,0,1,0,0.3,71.4,0,1.0,6.54,2.5,1.3,1.0,0.3,1.3,1.2,0.3,0,0.3,0.3,1.0,1.3,0.0,0.7,0.8,29.2,71.4,0.2,1.8,0.0
Sergi Darder,LaLiga,Espanyol,es,25,Midfielder,180,71,13,2,1128,1,0,1,0,1.7,77.3,0,0.8,6.5,1.5,0.7,0.6,0.0,0.8,1.2,0.1,0,1.7,1.3,0.6,1.1,0.1,0.9,1.2,32.3,77.3,0.6,2.1,0.0
Diego López,LaLiga,Espanyol,es,38,GoalKeeper,196,89,16,0,1440,0,0,1,0,0.0,57.7,0,0.1,6.48,0.1,0.1,0.0,0.0,0.7,0.1,0.0,0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,29.7,57.7,0.0,6.8,0.0
Marc Roca,LaLiga,Espanyol,es,23,Defender,184,74,16,0,1365,2,0,2,0,1.3,82.8,0,1.1,6.48,2.1,1.3,2.1,0.1,1.8,0.9,0.4,0,1.3,0.4,0.2,0.6,0.0,0.7,1.2,55.5,82.8,0.0,5.8,0.1
Adrià Pedrosa,LaLiga,Espanyol,es,21,Defender,176,69,8,2,729,1,0,1,0,1.2,80.4,0,0.5,6.46,0.7,0.4,0.4,0.2,1.2,1.4,0.0,0,1.2,0.3,1.3,1.1,0.1,0.7,2.3,24.0,80.4,0.4,1.4,0.1
David López,LaLiga,Espanyol,es,30,Defender,183,81,9,3,826,0,1,0,0,0.3,79.8,0,2.6,6.44,1.2,1.3,0.9,0.3,2.4,0.8,0.5,0,0.3,0.4,0.0,0.9,0.0,0.4,0.3,44.5,79.8,0.2,3.3,0.1
Dídac Vilá,LaLiga,Espanyol,es,30,Defender,185,74,9,2,842,0,0,1,0,0.4,69.3,0,2.2,6.42,1.8,1.3,0.8,0.3,2.1,0.9,0.2,0,0.4,0.6,0.4,0.7,0.0,0.4,1.2,35.5,69.3,0.1,1.6,0.0
Matías Vargas,LaLiga,Espanyol,ar,22,Attacker,168,66,10,3,860,0,2,1,0,1.3,69.1,0,0.2,6.42,0.8,0.1,0.5,0.0,0.3,1.1,0.2,0,1.3,1.1,1.6,1.2,0.1,2.6,2.3,21.2,69.1,0.6,0.6,0.1
Bernardo Espinosa,LaLiga,Espanyol,co,30,Defender,192,85,8,0,720,1,0,2,0,0.6,70.8,1,4.4,6.41,0.9,0.5,1.5,0.3,3.8,0.1,0.9,0,0.6,0.1,0.1,0.6,0.1,0.0,0.1,46.3,70.8,0.0,4.0,0.0
Esteban Granero,LaLiga,Espanyol,es,32,Midfielder,180,78,3,6,334,1,0,3,0,0.8,79.0,0,0.6,6.37,0.8,0.2,1.2,0.0,0.4,0.3,0.2,0,0.8,0.6,0.7,0.4,0.0,0.9,1.2,17.4,79.0,0.4,0.9,0.0
Facundo Ferreyra,LaLiga,Espanyol,ar,28,Forward,183,79,5,4,475,1,0,0,0,0.7,62.5,0,1.9,6.36,0.7,0.2,2.1,0.0,0.3,0.6,0.0,0,0.7,0.2,0.2,0.9,0.4,0.8,1.3,9.8,62.5,0.1,0.1,0.0
Wu Lei,LaLiga,Espanyol,cn,28,Attacker,174,66,10,4,826,1,0,1,0,1.4,69.0,0,0.8,6.31,0.5,0.6,0.7,0.0,0.4,1.3,0.1,0,1.4,0.6,0.6,0.7,0.4,0.6,1.5,10.1,69.0,0.1,0.1,0.0
Naldo,LaLiga,Espanyol,br,31,Defender,188,80,11,1,947,0,0,5,1,0.6,85.2,0,1.7,6.26,1.3,1.3,1.3,0.4,2.5,0.5,0.3,0,0.6,0.2,0.2,0.3,0.0,0.3,0.4,47.3,85.2,0.1,3.6,0.0
Víctor Gómez,LaLiga,Espanyol,es,19,Midfielder,171,0,7,0,617,0,0,1,0,0.4,68.4,0,0.4,6.23,1.3,0.9,1.4,0.3,1.3,1.0,0.0,1,0.4,1.0,0.7,1.6,0.0,0.1,0.9,37.6,68.4,1.3,1.6,0.0
Óscar Melendo,LaLiga,Espanyol,es,22,Attacker,167,63,4,4,389,0,0,0,0,0.3,82.2,0,0.4,6.16,0.5,0.3,0.5,0.0,0.0,0.4,0.3,0,0.3,0.9,0.4,1.5,0.0,0.8,0.8,16.9,82.2,0.1,0.0,0.0
Fernando Calero,LaLiga,Espanyol,es,24,Defender,183,71,9,1,766,0,0,2,1,0.0,87.3,0,1.3,6.15,1.0,0.4,0.4,0.2,3.6,0.7,0.4,0,0.0,0.0,0.1,0.4,0.0,0.0,0.5,48.9,87.3,0.0,2.2,0.0
Víctor Campuzano,LaLiga,Espanyol,es,22,Forward,174,72,5,6,550,0,0,2,0,0.8,64.8,0,0.9,6.12,0.8,0.1,1.5,0.0,0.3,1.3,0.0,0,0.8,0.1,0.5,0.8,0.9,1.0,1.6,8.3,64.8,0.0,0.2,0.0
Pablo Piatti,LaLiga,Espanyol,ar,30,Midfielder,163,63,0,3,54,0,0,0,0,1.0,85.7,0,0.3,6.09,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0,1.0,0.0,0.3,0.7,0.3,0.0,1.0,7.0,85.7,0.0,0.0,0.0
